freq_1	freq_2	freq_3	freq_4	freq_5	freq_6	freq_7	freq_8	freq_9	freq_10	freq_11	freq_12	freq_13	freq_14	freq_15	freq_16	freq_17	freq_18	freq_19
emc	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ement	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
emich	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
emphasis	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
emphasised	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
employers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
emunix	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
enables	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ence	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
encoded	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
encoding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
encodings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
encouraged	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
encouragement	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
end	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0
ending	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
endings	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
endl	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
endorsed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
engagement	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
engine	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
england	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
english	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
enhance	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
enhanced	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
enjoy	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
enjoyed	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
enlighten	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
enrapture	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
enter	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
entitled	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
entry	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
environment	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
equal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
equally	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
equated	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
equivalent	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0
erl	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
erlang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
erroneous	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
error	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
errors	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0
es	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
especially	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
establish	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
estimate	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
estimates	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
etc	1	1	1	1	0	0	1	3	2	0	0	0	0	5	0	0	2	1	0
etry	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
evaluation	2	2	2	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
even	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
every	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0
evett	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
exactly	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
exalead	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
exam	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
examined	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
example	0	0	0	0	0	0	0	6	2	0	0	1	0	1	0	0	2	1	0
examples	0	0	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	1	0
exams	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
except	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
exception	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
exceptional	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
execute	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
executed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
execution	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
exercise	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
exist	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
expansion	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
expected	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0
experience	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
experiences	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
experiments	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
explain	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
explained	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
explaining	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
explains	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
explanation	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
explanatory	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
exploit	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
exploited	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
exploitedindierentcontexts	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
exploration	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
explore	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
exposed	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
expres	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
express	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
expressions	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
extension	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
extensions	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
extra	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
extraction	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0
f	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0
faced	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
facilities	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
facility	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
facts	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
fail	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
failing	2	2	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
fails	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
failure	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
failures	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
fairly	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
fall	2	2	2	2	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0
false	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
famous	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
faqs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
far	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fast	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
faster	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
faulkner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fault	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
fax	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
featur	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
feature	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
feb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
february	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
feedback	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
feel	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
feelings	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
fellow	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
fetch	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
few	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fields	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
file	0	0	0	0	0	0	0	6	3	1	0	1	3	1	0	0	0	0	0
filename	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
files	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0
film	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
films	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
filtering	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0
final	2	2	2	2	0	0	2	0	2	0	0	0	0	0	0	0	4	0	0
finally	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
find	1	1	1	1	0	0	1	1	0	1	0	0	0	2	0	0	0	1	0
fingertips	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
finish	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
first	4	4	4	4	0	0	4	2	0	1	0	0	0	0	0	0	1	0	0
firstly	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
fit	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
five	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0
fix	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
fixed	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
flex	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
flexible	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
floppy	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
flow	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
flowers	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
focus	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
focused	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
focusing	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
folks	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
follow	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
followed	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
following	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0
follows	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
for	10	10	10	10	2	0	10	16	8	11	0	7	1	15	2	0	19	5	0
forcing	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
forgetting	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
form	1	1	1	1	0	0	1	0	1	2	1	0	1	0	1	1	3	1	0
formal	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
formalisms	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
formation	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
former	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
forms	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0
fornuclearresearch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
forth	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
forward	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
found	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0
foundations	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
foundationscode	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
four	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
frakes	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
frames	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
france	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
franceschet	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
francisco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
franz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
free	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0
freely	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
frequency	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
frequent	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
frequently	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0
friday	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
friends	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
from	3	3	3	3	1	0	3	5	3	5	0	0	0	2	1	2	9	0	0
front	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
frozen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
fruit	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
frustrating	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ftpable	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ful	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
full	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
fun	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
function	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	3	0
functional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
functionality	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
functions	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	1	0
fundamental	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
further	2	2	2	2	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0
fusion	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
future	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
g	2	2	2	2	2	0	2	2	1	0	1	0	1	2	1	1	0	0	0
gaithersburg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
game	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
games	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
gameswon	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
gao	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
gateway	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
gb	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
general	1	1	1	1	0	0	1	3	3	0	0	0	0	2	0	0	0	0	0
generally	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
generating	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
generic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
georgia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ges	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
get	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
getelementbyid	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
getpoint	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
gets	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ghemawat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
giganticsizeofthewebandthedeathgripofspammers	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
github	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
give	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
given	0	0	0	0	0	0	0	1	2	2	0	0	1	0	0	1	1	1	0
gives	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
glancing	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
glass	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
global	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
glue	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
go	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0
goals	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
goes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gonopolskiy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
good	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
goofs	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
google	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	10	1
grace	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
grade	3	3	3	3	0	0	3	0	3	0	0	1	0	0	0	0	0	0	0
grades	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
grading	1	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
grand	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
graph	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
great	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
greater	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
greatest	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
greece	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
grefenstette	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gregory	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
groovy	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
groups	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
gsizeofballoon	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
guages	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
guide	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
guidelines	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
gupta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
guzmán	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
gzip	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
h	0	0	0	0	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0
had	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
haflich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hal	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hall	1	1	1	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0
handle	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0
handles	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
handling	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hard	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
has	0	0	0	0	0	0	0	2	1	0	0	2	0	1	0	0	6	1	0
hashes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
haskell	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hath	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
have	0	0	0	0	0	0	0	0	4	0	2	1	1	3	1	1	12	3	0
having	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hazelwood	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
he	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0
head	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
header	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0
heads	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
height	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
help	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
her	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
here	4	4	4	4	0	0	4	1	1	0	0	0	0	0	0	0	2	0	0
heroic	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
heyes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hierarchical	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
hierarchies	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
high	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
higher	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
highlight	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
his	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
historically	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
history	0	0	0	0	0	0	0	2	0	6	0	0	0	0	0	0	1	0	1
hold	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
holds	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
holiday	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
home	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
homework	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hopefully	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
host	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hour	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hours	1	1	1	1	1	0	1	0	5	0	0	1	0	0	0	0	0	0	0
how	0	0	0	0	0	0	0	0	5	2	0	1	1	0	1	0	1	1	0
however	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
html	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	3
http	2	2	2	2	1	0	2	1	4	0	0	4	0	0	0	0	0	0	2
hulne	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
human	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
humboldt	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hundred	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hundreds	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
hypertextmarkuplanguage	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
i	0	0	0	0	0	0	0	3	4	0	0	2	0	1	0	0	6	0	0
iand	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
id	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
idea	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
identifier	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
identifiers	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
identifying	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
idf	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
idiosyncratic	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ies	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
if	2	2	2	2	0	1	2	12	6	0	1	0	1	4	1	1	3	0	0
ifndef	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ignore	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
illustrates	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
image	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0
images	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
immediately	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
implement	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
implementation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
implemented	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
implies	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
importance	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
importanceassignedtothepageshyperlinkingtoit	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
importancescore	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
